Date,Open,High,Low,Close,Adj Close,Volume
2018-01-09,88.650002,88.730003,87.860001,88.220001,85.455238,19484300
2018-01-10,87.860001,88.190002,87.410004,87.820000,85.067780,18652200
2018-01-11,88.129997,88.129997,87.239998,88.080002,85.319633,17808900
2018-01-12,88.669998,89.779999,88.449997,89.599998,86.791992,24271500
2018-01-16,90.099998,90.790001,88.010002,88.349998,85.581161,36599700
2018-01-17,89.080002,90.279999,88.750000,90.139999,87.315063,25621200
2018-01-18,89.800003,90.669998,89.660004,90.099998,87.276321,24159700
2018-01-19,90.139999,90.610001,89.660004,90.000000,87.179459,36875000
2018-01-22,90.000000,91.620003,89.739998,91.610001,88.739006,23601600
2018-01-23,91.900002,92.300003,91.540001,91.900002,89.019920,23412800
2018-01-24,92.550003,93.430000,91.580002,91.820000,88.942421,33277500
2018-01-25,92.470001,93.239998,91.930000,92.330002,89.436432,26383200
2018-01-26,93.120003,94.059998,92.580002,94.059998,91.112213,29172200
2018-01-29,95.139999,95.449997,93.720001,93.919998,90.976601,31569900
2018-01-30,93.300003,93.660004,92.099998,92.739998,89.833588,38635100
2018-01-31,93.750000,95.400002,93.510002,95.010002,92.032455,48756300
2018-02-01,94.790001,96.070000,93.580002,94.260002,91.305946,47227900
2018-02-02,93.639999,93.970001,91.500000,91.779999,88.903671,47867800
2018-02-05,90.559998,93.239998,88.000000,88.000000,85.242134,51031500
2018-02-06,86.889999,91.480003,85.250000,91.330002,88.467781,67998600
2018-02-07,90.489998,91.769997,89.199997,89.610001,86.801689,41107600
2018-02-08,89.709999,89.879997,84.760002,85.010002,82.345848,55628700
2018-02-09,86.300003,88.930000,83.830002,88.180000,85.416489,63499100
2018-02-12,88.739998,89.779999,87.930000,89.129997,86.336708,35720300
2018-02-13,88.930000,90.000000,87.800003,89.830002,87.014778,26407700
2018-02-14,88.510002,90.989998,88.410004,90.809998,88.377274,34960900
2018-02-15,91.209999,92.720001,90.620003,92.660004,90.177727,27823900
2018-02-16,92.449997,93.500000,91.800003,92.000000,89.535393,30596900
2018-02-20,91.480003,93.059998,91.010002,92.720001,90.236115,30911700
2018-02-21,92.980003,93.360001,91.489998,91.489998,89.039063,26922500
2018-02-22,92.050003,92.730003,91.360001,91.730003,89.272644,24392800
2018-02-23,93.599998,94.070000,92.360001,94.059998,91.540215,26329200
2018-02-26,94.400002,95.449997,94.250000,95.419998,92.863777,30199800
2018-02-27,95.739998,95.839996,94.199997,94.199997,91.676453,25869100
2018-02-28,94.839996,95.709999,93.629997,93.769997,91.257973,31167300
2018-03-01,93.989998,94.570000,91.839996,92.849998,90.362617,37135600
2018-03-02,91.580002,93.150002,90.860001,93.050003,90.557266,32830400
2018-03-05,92.339996,94.269997,92.260002,93.639999,91.131462,23901600
2018-03-06,94.339996,94.489998,92.940002,93.320000,90.820038,22175800
2018-03-07,93.160004,93.940002,92.430000,93.860001,91.345573,26716100
2018-03-08,94.269997,95.099998,93.769997,94.430000,91.900299,25887800
2018-03-09,95.290001,96.540001,95.000000,96.540001,93.953796,36937300
2018-03-12,96.500000,97.209999,96.040001,96.769997,94.177605,26073700
2018-03-13,97.000000,97.239998,93.970001,94.410004,91.880836,35387800
2018-03-14,95.120003,95.410004,93.500000,93.849998,91.335838,32132000
2018-03-15,93.529999,94.580002,92.830002,94.180000,91.656998,27611000
2018-03-16,94.680000,95.379997,93.919998,94.599998,92.065750,49081300
2018-03-19,93.739998,93.900002,92.110001,92.889999,90.401558,33344100
2018-03-20,93.050003,93.769997,93.000000,93.129997,90.635124,23075200
2018-03-21,92.930000,94.050003,92.209999,92.480003,90.002548,24457100
2018-03-22,91.269997,91.750000,89.660004,89.790001,87.384605,38604700
2018-03-23,89.500000,90.459999,87.080002,87.180000,84.844528,44068900
2018-03-26,90.610001,94.000000,90.400002,93.779999,91.267723,56396800
2018-03-27,94.940002,95.139999,88.510002,89.470001,87.073189,56569000
2018-03-28,89.820000,91.230003,88.870003,89.389999,86.995323,52501100
2018-03-29,90.180000,92.290001,88.400002,91.269997,88.824951,45867500
2018-04-02,90.470001,90.879997,87.510002,88.519997,86.148628,48515400
2018-04-03,89.580002,90.050003,87.889999,89.709999,87.306747,37213800
2018-04-04,87.849998,92.760002,87.730003,92.330002,89.856560,35560000
2018-04-05,92.440002,93.070000,91.400002,92.379997,89.905212,29771900
2018-04-06,91.489998,92.459999,89.480003,90.230003,87.812813,38026000
2018-04-09,91.040001,93.169998,90.620003,90.769997,88.338348,31533900
2018-04-10,92.389999,93.279999,91.639999,92.879997,90.391830,26812000
2018-04-11,92.010002,93.290001,91.480003,91.860001,89.399147,24872100
2018-04-12,92.430000,94.160004,92.430000,93.580002,91.073074,26758900
2018-04-13,94.050003,94.180000,92.440002,93.080002,90.586479,23346100
2018-04-16,94.070000,94.660004,93.419998,94.169998,91.647270,20288100
2018-04-17,95.000000,96.540001,94.879997,96.070000,93.496376,26771000
2018-04-18,96.220001,96.720001,95.519997,96.440002,93.856453,21043300
2018-04-19,96.440002,97.070000,95.339996,96.110001,93.535294,23552500
2018-04-20,95.910004,96.110001,94.050003,95.000000,92.455032,31154400
2018-04-23,95.739998,96.290001,94.629997,95.349998,92.795654,22331800
2018-04-24,96.239998,96.470001,92.410004,93.120003,90.625397,34524800
2018-04-25,93.300003,93.300003,90.279999,92.309998,89.837105,33729300
2018-04-26,93.550003,95.150002,93.099998,94.260002,91.734856,42529000
2018-04-27,97.599998,97.900002,93.910004,95.820000,93.253059,48272800
2018-04-30,96.330002,96.400002,93.150002,93.519997,91.014671,41523600
2018-05-01,93.209999,95.290001,92.790001,95.000000,92.455032,31408900
2018-05-02,94.989998,95.169998,93.190002,93.510002,91.004951,27471000
2018-05-03,92.959999,94.930000,92.449997,94.070000,91.549950,31142500
2018-05-04,93.320000,95.370003,92.919998,95.160004,92.610741,22531300
2018-05-07,95.169998,96.709999,95.099998,96.220001,93.642357,24242000
2018-05-08,95.849998,96.160004,95.059998,95.809998,93.243332,23484600
2018-05-09,96.010002,96.970001,95.050003,96.940002,94.343063,27327400
2018-05-10,97.459999,97.949997,97.050003,97.910004,95.287094,22388100
2018-05-11,97.800003,97.870003,97.040001,97.699997,95.082695,16778300
2018-05-14,97.919998,98.690002,97.309998,98.029999,95.403854,19454100
2018-05-15,97.239998,97.849998,96.339996,97.320000,94.712875,24594000
2018-05-16,97.360001,97.400002,96.620003,97.150002,94.957253,17384700
2018-05-17,96.760002,97.540001,95.830002,96.180000,94.009140,17246700
2018-05-18,96.010002,96.930000,96.010002,96.360001,94.185074,17865800
2018-05-21,97.000000,98.010002,96.800003,97.599998,95.397087,19422500
2018-05-22,97.680000,98.169998,97.199997,97.500000,95.299347,15441200
2018-05-23,96.709999,98.730003,96.320000,98.660004,96.433167,21251200
2018-05-24,98.730003,98.940002,96.809998,98.309998,96.091064,26649300
2018-05-25,98.300003,98.980003,97.860001,98.360001,96.139931,18363900
2018-05-29,97.839996,98.879997,97.230003,98.010002,95.797836,28671000
2018-05-30,98.309998,99.250000,97.910004,98.949997,96.716606,22158500
2018-05-31,99.290001,99.989998,98.610001,98.839996,96.609093,34140900
2018-06-01,99.279999,100.860001,99.169998,100.790001,98.515076,28655600
2018-06-04,101.260002,101.860001,100.849998,101.669998,99.375214,27281600
2018-06-05,102.000000,102.330002,101.529999,102.190002,99.883492,23514400
2018-06-06,102.480003,102.599998,101.900002,102.489998,100.176704,21122900
2018-06-07,102.650002,102.690002,100.379997,100.879997,98.603058,28232200
2018-06-08,101.089996,101.949997,100.540001,101.629997,99.336121,22165100
2018-06-11,101.010002,101.589996,100.669998,101.050003,98.769218,23490900
2018-06-12,101.099998,101.449997,100.750000,101.309998,99.023338,18325200
2018-06-13,101.720001,102.010002,100.559998,100.849998,98.573723,29492900
2018-06-14,101.650002,102.029999,101.000000,101.419998,99.130867,25691800
2018-06-15,101.510002,101.529999,100.070000,100.129997,97.869972,65738600
2018-06-18,100.010002,101.110001,99.419998,100.860001,98.583504,23586000
2018-06-19,99.650002,101.000000,99.500000,100.860001,98.583504,28653100
2018-06-20,101.370003,102.519997,101.120003,101.870003,99.570709,26180800
2018-06-21,102.080002,102.459999,100.879997,101.139999,98.857185,23198200
2018-06-22,100.410004,100.769997,99.629997,100.410004,98.143669,38923100
2018-06-25,100.000000,100.110001,97.300003,98.389999,96.169250,35433300
2018-06-26,98.820000,100.080002,98.750000,99.080002,96.843681,26897200
2018-06-27,99.580002,100.019997,97.400002,97.540001,95.338440,31298400
2018-06-28,97.379997,99.110001,97.260002,98.629997,96.403831,26650700
2018-06-29,98.930000,99.910004,98.330002,98.610001,96.384285,28053200
2018-07-02,98.099998,100.059998,98.000000,100.010002,97.752686,19564500
2018-07-03,100.480003,100.629997,98.940002,99.050003,96.814369,14670300
2018-07-05,99.500000,99.919998,99.029999,99.760002,97.508339,18977400
2018-07-06,99.889999,101.430000,99.669998,101.160004,98.876740,19234600
2018-07-09,101.650002,102.250000,101.250000,101.849998,99.551155,18212000
2018-07-10,102.000000,102.510002,101.860001,102.120003,99.815071,19293100
2018-07-11,101.150002,102.339996,101.099998,101.980003,99.678223,19644600
2018-07-12,102.769997,104.410004,102.730003,104.190002,101.838333,24335900
2018-07-13,104.370003,105.599998,104.089996,105.430000,103.050362,24635200
2018-07-16,105.400002,105.820000,104.519997,104.910004,102.542091,21786900
2018-07-17,104.610001,106.500000,104.320000,105.949997,103.558609,25901700
2018-07-18,105.940002,106.050003,104.720001,105.120003,102.747353,29493900
2018-07-19,104.930000,105.309998,103.889999,104.400002,102.043602,40171600
2018-07-20,108.080002,108.199997,106.080002,106.269997,103.871399,56004000
2018-07-23,106.300003,108.139999,106.129997,107.970001,105.533028,29707000
2018-07-24,108.570000,108.820000,107.260002,107.660004,105.230026,26316600
2018-07-25,107.959999,111.150002,107.599998,110.830002,108.328468,30702100
2018-07-26,110.739998,111.000000,109.500000,109.620003,107.145782,31372100
2018-07-27,110.180000,110.180000,106.139999,107.680000,105.249565,37005300
2018-07-30,107.190002,107.529999,104.760002,105.370003,102.991714,34668300
2018-07-31,106.489998,106.720001,105.379997,106.080002,103.685684,27655200
2018-08-01,106.029999,106.449997,105.419998,106.279999,103.881157,23628700
2018-08-02,105.400002,108.089996,104.839996,107.570000,105.142059,26104300
2018-08-03,107.800003,108.050003,106.820000,108.040001,105.601448,18659600
2018-08-06,108.120003,108.419998,107.559998,108.129997,105.689407,20265900
2018-08-07,108.559998,109.099998,108.169998,108.879997,106.422485,16080200
2018-08-08,109.330002,109.750000,108.760002,109.489998,107.018723,15487500
2018-08-09,109.709999,110.160004,109.599998,109.669998,107.194649,13677200
2018-08-10,109.419998,109.690002,108.379997,109.000000,106.539772,18183700
2018-08-13,109.239998,109.580002,108.099998,108.209999,105.767616,18472500
2018-08-14,108.559998,109.750000,108.040001,109.559998,107.087128,16788300
2018-08-15,108.489998,108.989998,106.820000,107.660004,105.634979,29982800
2018-08-16,108.300003,108.860001,107.300003,107.639999,105.615364,21384300
